//word	wrong	right
#	spindle	See diagram under meiosis1
#	spirogyra	See diagram under conjugation
#	sporangium	See diagram under alternation of generations
#	sporophyte	See diagram under alternation of generations
#	spray can	See diagram under aerosol bomb
#	steering gear	See diagram under power steering
#	stomach	See diagram under digestion
#	stratosphere	See diagram under atmosphere
#	supplementary angle	See diagram under angle1
#	tarsal	See diagram under skeleton
#	temporal lobe	See diagram under brain
#	tertiary consumer	See diagram under food chain
#	tetrad	See diagram under alternation of generations
#	thermosphere	See diagram under atmosphere
#	throttle	See diagram under carburetor
#	tibia	See diagram under leg
#	transverse colon	See diagram under intestine
#	tricuspid valve	See diagram under heart
#	turbulent flow	See diagram under fluid flow
#	ureter	See diagram under kidney
#	urethra	See diagram under kidney
#	vagus nerve	See diagram under nervous system
#	vena cava	See diagram under heart
#	venus	See diagram under solar system
#	vertex	See diagram under angle1
#	vitreous humor	See diagram under eye
#	zygomatic process	See diagram under face
#	grandfather	See diagram under family tree
#	grandmother	See diagram under family tree
#	grandnephew	See diagram under family tree
#	great-grandfather	See diagram under family tree
#	great-grandmother	See diagram under family tree
#	peripheral nervous system	See diagram under nervous system
#	saint andrew's cross	See diagram under cross
#	saint anthony's cross	See diagram under cross
#	crosslet	See diagram under cross
#	avellan	See the diagram under cross
big dipper	<i>the Wain.</i>	<i>the Wain</i>. See picture under <b>constellation</b>.
capital	of a column.	of a column. See picture under <b>Ionic</b>.
crab grass	Times).</FONT>	Times).</FONT> See picture under <b>grass family</b>.
greenstick fracture	broken.	broken. See picture under <b>fracture</b>.
hubbard squash	color.	color. See picture under <b>gourd family</b>.
mountain chain	system.</a>	system.</a> See picture under <b>mountain</b>.
palisade	River.</i></FONT>	River.</i></FONT> See picture under <b>plain</b><SUP>1</SUP>.
rock beauty	Brazil.	Brazil. See picture under <b>angelfish</b>.
side-wheeler	West).</FONT>	West).</FONT> See picture under <b>paddlewheeler</b>.
stylobate	stereobate.	stereobate. See picture under <b>Ionic</b>.
sun gear	Purvis).</FONT>	Purvis).</FONT> See picture under <b>planetary</b>.
t-bone	of beef.	of beef. See picture under <b>beef</b>.
typewriter	paper.	paper. See picture under <b>keyboard</b>.
white pine	Michigan.	Michigan. See picture under <b>deciduous</b>.
windpipe	trachea.	trachea. See picture under <b>bronchi</b>.
raguly	obliquely.	obliquely. See picture at <b>heraldry</b>.
fore-topsail	$(<a href="javascript:showEntry[^<>]+?target="_top")(?=\s*and)	See pictures at \1>sail</a>
worker	$(<a href="javascript:showEntry[^<>]+?target="_top")(?=\s*and)	See pictures under \1>ant</a>
pedal	$(<a href="javascript:showEntry[^<>]+?target="_top")(?=\s*and)	See pictures under \1>bicycle</a>
phalange	$(<a href="javascript:showEntry[^<>]+?target="_top")(?=\s*and)	See pictures under \1>foot</a>
queen	$(<a href="javascript:showEntry[^<>]+?target="_top")(?=\s*and)	See pictures under \1>ant</a>
bur	$(</FONT>)[\xFF\s]*(<a href="javascript:showEntry[^<>]+?target="_top")[\xFF\s]*<FONT[^<>]+>(.+?)</FONT>	\3\1 See pictures at \2>chestnut</a>.
architrave	entablature.	entablature
great-uncle	granduncle.	granduncle. See diagram under <b>family tree</b>.
rapier	for thrusting.	for thrusting. See picture at <b>sword</b>.
uterus	oviduct.	oviduct. See diagram under <b>Fallopian tubes</b>.
alligator pear	$<a href="javascript:showEntry[^<>]+?target="_top"(?=\s*[^>])	= avocado.
ape	$<a href="javascript:showEntry[^<>]+?target="_top"(?=\s*[^>])	 
bear	$<a href="javascript:showEntry[^<>]+?target="_top"(?=\s*[^>])	 
fold	$<a href="javascript:showEntry[^<>]+?target="_top"(?=\s*[^>])	 
front	$<a href="javascript:showEntry[^<>]+?target="_top"(?=\s*[^>])	 
morse code	$<a href="javascript:showEntry[^<>]+?target="_top"(?=\s*[^>])	 
skeleton	$<a href="javascript:showEntry[^<>]+?target="_top"(?=\s*[^>])	 
complement	$<a href=[^<>]+>(\(related.+?)</a>	\1
passementerie	$see etym\. under ('.+?)<i>(passement)</i>(?=</a>)	\2\1<B>\2</B>
juncture	$<i>(and.+?)</i>	\1
juncture	$(?<=rate)(</i></FONT>)(.+?)(?=[\xFF\s]*<A)	\2\1
punt	<B>pu</B>	<B>punt</B>
incrementalism	incrementalism</i> <i>	incrementalism 
streak	seed	speed
hop	hopped</B><B>	hopped</B>, <B>
dought	$<B>(<SUP>1</SUP>)</B>	\1
wrong-headed	$(head<B>&#180;</B>ed</B>\|<B>ness</B></span></NOBR>,[\xFF\s]*<BR>)	-\1
formal	for not	form, not
lethargic	AHR	THAHR
dupe	eily	easily
buck	opposing line with	opposing line) with
trifle	daily	dally
bid	<i>(<i>past tense and past participle</i>)</i>	(<i>past tense and past participle</i>
jam	a m.	a jam.
unbalanced	nt in	not in
reap	machines ap	machines reap
billionaire	NR	NAIR
-aholic	I had	</i></FONT><FONT COLOR="#404040"><i>I had
l	Most amino	</i></FONT><FONT COLOR="#404040"><i>Most amino
cata-	$(Also.+?)(</li></ol>)	\2\1
symmetrical	flower).	flower)
logy	</i></FONT> = the science of life.	 = the science of life.</i></FONT>
ness	</i> (<i>in some uses</i>) <i>	 (in some uses) 
(?:chlorpromazine|chloropicrin|cyanite|esculin|estriol|estrone|ethylene|gothite|phenacite|zinkenite)	$[\xFF\s]*Also,	. Also,
atrazine	<SUP>(Science News).</SUP>	(Science News).
earmark	$(<i>Members.+?)(<FONT COLOR="#404040">)	\2\1
colossians	<i>Abbr	 <i>Abbr
guy fawkes day	[	<p><a name="ety_056572"></a>[
anecdota	unpublished.	unpublished.<p><a name="ety_004720"></a>
curie constant	temperature.	temperature.<p><a name="ety_029792"></a>
curie point	paramagnetic.	paramagnetic.<p><a name="ety_029793"></a>
curie's law	temperature.	temperature.<p><a name="ety_029794"></a>
clerihew	&#147;Sir	<BR>&ldquo;Sir
clerihew	$Wren[\xFF\s]+Said	Wren <BR>Said
clerihew	$men\.[\xFF\s]+If	men. <BR>If
clerihew	$calls[\xFF\s]+Say	calls <BR>Say
declomycin	O8	O<SUB>8</SUB>
lector	$(?<=</span>)(?=[\xFF\s]+&#171;)	<SUP>2</SUP>
heres	</i> <i>	 
imbecilic	<i>(Obsolete.)</i>	<i>Obsolete.</i>
imbecility	<i>(Obsolete.)</i>	<i>Obsolete.</i>
ane	<BR><i>suffix forming nouns. Chemistry.</i>	<i>suffix forming nouns.</i> <i>Chemistry.</i>
play	host</i>	host,</i>
blended family	with the<	with them:<
capeskin	etc<	etc.:<
call	predict<	predict:<
deputy	another<	another:<
digital	digits<	digits:<
increase	multiply<	multiply:<
inexact	accurate<	accurate:<
instrument	means<	means:<
let	humiliate<	humiliate:<
slant	facts<	facts:<
freit	omen 	omen. 
taint	often 	often: 
touch	criterion<	criterion:<
urgent	important<	important:<
always	continually<	continually:<
accelerometer	$\ba n\b	a gun
decree-law	$\ba l\b	a law
handsome	S syn	See syn
harden	$into i\b	into ice
law	$all f\b	all off
open-mike	$\bn average 	an average 
pavilion	$the r\b	the ear
refrain	$I ve\b	I have
valedictory	S Winston	Sir Winston
escadrille	men eded	men needed
being	Artists trow	Artists throw
biedermeier	stye	style
cattimandoo	Easndies	East Indies
chlorosis	yell because	yellow because
compellation	mode addressing	mode of addressing
development section	$so-[\xFF\s]+nata	sonata
drop seat	hind	hinged
dump	Wall reet	Wall Street
dumb	Andrw	Andrew
fermentum	pest	priest
flightshot	flit	flight
grip	vole	volume
groundsheet	grod	ground
grub street	caed	called
hairy	hads	hands
haunt	abut	about
inaccessible	sage	savage
introrse	axis violet	axis. A violet
irised	ired	irised
jagatai	Uiur	Uigur
longhair	weing	wearing
lyceum	$\bhere Aristotle	where Aristotle
mutton chop	mutt chop	mutton chop
naphtali	Iael	Israel
noogoora burr	burs	burrs
patron	wold	would
reinsman	Milr	Miller
richter scale	slit	slight
word	Stle	Steele
rime	$Greenle\b	Greenleaf
rough-and-tumble	Grammk	Grammick
round	roud	round
sandwort	grow sandy	grow in sandy
savory	hers	herbs
scared	Stet	Street
self-incrimination	Streeournal	Street Journal
show	Gram Greene	Graham Greene
smallpox	scar shaped	scars shaped
smithy	Unde spreading	Under spreading
squat	a lace	a place
stilted	be raid	be raised
submersed	plas	plants
sunshine state	Data	Dakota
sussex	whit skin	white skin
sweat	to swet	to sweat
taurine	bull bovine	bull; bovine
tinsel	shee,	sheets,
toggle switch	coon	common
townward	Suay	Sunday
transubstantiation	$Euchari\b	Eucharist
trim	mair	my hair
tom tiddler's ground	grod	ground
unartful	$Dryde\b	Dryden
uncomposed	$\bward	Edward
water	waer	water
womanhood	time oeing	time of being
wordless	word unexpressed	words; unexpressed
aft	Fedration	Federation
american class	Hampshireyandotte	Hampshire, Wyandotte
amish	Iiana	Indiana
chant	stye	style
cost plus	straighttime	straight-time
dodgem	Josepine	Josephine
ecoterrorist	fors	favors
episode	passe	passage
f.a.a.	Transportaon	Transportation
fig	swet	sweet
flatwoods	lowlying	low-lying
floor space	: It	:
foresight	whas	what is
fringe time	Ebersel	Ebersol
gents	<BR><i>pl. Sang.</i>	<i>pl.</i><BR> <i>Slang.</i>
plug	Sang	Slang
goliath	$\bournal	Journal
gonfalonier	Italan	Italian
gyppo	$Slan\b	Slang.
helios	Helis	Helios
hoja blanca	Venezueand	Venezuela and
horite	Horitwere	Horites were
hornless	hing	having
huddle	Tobiamollett	Tobias Smollett
hadrian's wall	SolwFirth	Solway Firth
ileac	$Als\b	Also, 
ilmenite	Forma	Formula
imbecility	imbecillity	imbecility
imbecilic	imbecillic	imbecilic
imbecilic	imbecillity	imbecility
impale	sakes	stakes
infinite	Jerulem	Jerusalem
johnny-come-lately	comelately	come-lately
k-z syndrome	PTSO	PTSD
latin	Latgrammar	Latin grammar
lip	Shakpeare	Shakespeare
litten	Thrugh	Through
lungi	Inda	India
recognize	pern	person
sound	pern	person
mass card	Maes	Masses
me-too	metooism	me-tooism
millepore	sngs	stings
misfortune	Loll	Lowell
mistress	$\badam	, Madam
neutercane	</i><i>and	and
night	Tennon	Tennyson
notch	Figurave	Figurative
nude	oldfashioned	old-fashioned
unmodern	oldfashioned	old-fashioned
off	Stouis	St. Louis
opisometer	for asuring	for measuring
organochlorine	Oganochlorines	Organochlorines
runiform	$\bpearance	appearance
oroide	$\bpearance	appearance
orthodox	Societf	Society of
otiose	Turey	Turkey
otter	cting	cutting
overheat	Runing	Running
pace	$spee\b	speed:
passing	Nikoaus	Nikolaus
passive-aggressive	$pas-[\xFF\s]+sive	passive
peccant	$Milt\b	Milton
philippians	$Philipp\b	Philippi. 
pithecanthropine	$Pithecanthropu\b	Pithecanthropus: 
pleiotropic	Scientic	Scientific
pound	avoir-dupois	avoirdupois
poly l:c	synthetichemical	synthetic chemical
psocid	Pcids	Psocids
pupa	Winester	Winchester
pure-blooded	Guamala	Guatemala
raga-rock	$sita\b	sitar
red sindhi	Brahmvariety	Brahma variety
regeneration	Buer	Bulwer
reticular formation	Scienist	Scientist
retrograde	Shakesare	Shakespeare
riff	Sinatrathe	Sinatra, the
rosalind	Yoike	You Like
rotten borough	Paiament	Parliament
saxonize	Saxonzed	Saxonized
secession	$\becession	Secession
sinitic	$Sinit\b	Sinitic
smitch	$bi\b	bit:
sniffle	sniffes	sniffles
spartan	Spart The	Sparta. The
speaking	spes	speaks
sprag	$\bwered	lowered
spread eagle	Danieebster	Daniel Webster
spring	Spribe	Spring be
standard model	Martins	Martinus
storm	Shakspeare	Shakespeare
strap-on	booer	booster
strategy	Reinhd	Reinhold 
suavity	$Scientif\b	Scientific
sulfhydric acid	Al,	Also,
hollo	Al,	Also,
surfacing	surfed	surfaced
swathing	Wels	Wells
symbol	Hoer	Hoijer
thorough bass	$\bgures	figures
tremolant	$\bavering	quavering
tricksy	Stateman	Statesman
underhoused	$Atlant\b	Atlantic
unhistorical	$\brthcote	Northcote
unlessoned	Shaspeare	Shakespeare
vamp	Samul	Samuel
vedalia	Calornia	California
wall	thall	the wall
washy	$\binging	bringing
water vapor	boilings	boiling, as
well-knit	tother	together
wind	eily	easily
write	Neork	New York
zap	Viers	Viewers
zend	Avean	Avestan
wallaceite	of George	of Governor George
niching	balance if	balance of
acetyl	$\bhe univalent	the univalent
sticky ends	of most	of utmost
agrestial	as woods	as weeds
all-powerful	no the	not the
roundabout	$\bis close	His close
so	Times);	Times)
day	Yoker	Yorker
mole	chilis	chili
bet	$bad be\b	bad bet.
ankylosaur	pts of	parts of
anthracothere	gnus of	genus of
arm	wit an	with an
artificial gravity	as rotating	as by rotating
assonance	</i> ken	</i>ken
assonance	</i> dies g<i>a</i> y	</i>dies g<i>a</i>y
athletics	$\bhe practice	the practice
irregular	$had on\b	had once
order	of size	of size,
borough	State an	States) an
gi	GI loan,	GI loan,</i> <i>
brief	or argue	to argue
character assassination	$\bporting of	reporting of
romance	as literature	as a class of literature
white lie	about me	about some
closed chain	mods by	models by
cobbler	$crushed ic\b	crushed ice:
complexion	nature on	nature of an
throne	$sit up\b	sit upon
primy	pre or	prime or
countess	cot or	count or
crumble	break on	bread on
dead end	he him	help him
decrescent	$gradually le\b	gradually less
degerm	to germ	to degerm
demarche	$diplomat ha\b	diplomat had
deny	$one do\b	one does
dextranase	funs of	fungus of
disinflate	reverse om	reverse from
disorientation	of unable	of or unable
double stem	$\bus slowing	thus slowing
drat	$\brat it	Drat it
parse	Wall St.	Wall Street
duplexer	$is need\b	is needed
einsteinium	have en	have been
electroplate	$plate ma\b	plate made
example	$the re\b	the rest
fie	$\bie upon	Fie upon
flatfish	$sea an\b	sea and
flatting	gilding by	gilding, by
foul	$\bangled up	tangled up
freeze	excluded as	exclude, as
goffer	$formerly us\b	formerly used
going	$his es\b	his eyes
grade	from he	from the
hand	as deny	as to deny
hawk	$and en\b	and even
host	Jo Addington	John Addington
spar	wing to	wing, to
in-residency	on causes	on campuses
insensible	or nice	or notice
instruct	$\bge directions	give directions
sword	$with hi\b	with his
jump	$too so\b	too soon
keep	boys kt	boys kept
kelpie	sheepdog of	sheep dog of
leaflet	fl or	flat or
lesson	sunk he	sunk the
liability insurance	$\bay for	pay for
lint	cotton at	cotton that
lunate	wrist in	wrist, in
lysosomal	$causes ce\b	causes cell
marianology	Virgin My	Virgin Mary
mephistopheles	powerful el	powerful evil
migratory locust	$crops an\b	crops and
mover and shaker	is ashamedly	is unashamedly
nineteenth	$\bne after	next after
no-account	lazy no	lazy, no
nuclear	$their us\b	their use:
nude	as agreement	as an agreement
object language	Russian to	Russian into
once	Th good	That good
oracular	tha is	that is
outpouring	Wa Street	Wall Street
paddock	$sheep an\b	sheep and
paste	sparkling ke	sparkling like
pekingese	$\bhe standard	the standard
perquisite	$minister ha\b	minister had
poll	$to pol\b	to poll
power	$\bes per	ergs per
predial	$of la\b	of land
privy seal	afterward to	afterwards to
pulley	to ft	to lift
rain	As never	As it never
reactor	$\bat reacts	that reacts
recidivation	$\belapse of	relapse of
reflect	$reflect he\b	reflect heat
reline	Wl Street	Wall Street
renascence	Nw Yorker	New Yorker
resorptive	or charactered	or characterized
ring	the ng	the ring
ring	$\bng up	hang up
rip	apart be	apart or be
roost	$birds re\b	birds rest
rumple	pla in	play in
safe	been kt	been kept
samizdat	the wk	the work
sample	To copy	to copy
scenario	for La	for &ldquo;La
screen	To filter	to filter
see	$saw he\b	saw her
semichorus	fl chorus	full chorus
serbo-croatian	Croatia or	Croatian or
silver lace	braid us	braid used
skolly	in te	in the
slide	$the la\b	the last
snootful	out me	out on me
sophisticate	ma more	make more
south magnetic pole	Pole in	Pole, in
springing	Many to	Many auto
standpattism	$of standpatter\b	of standpatters;
stereotropism	bod or	body or
stone	$\bat sometimes	that sometimes
stratosphere	$\bgh or	high or
stuff	he with	hole with
subacute	$New Yo\b	New York
subsoil	Below ts	Below this
suety	$\bis suety	His suety
swarm	$\bcreased so	increased so
synaptic	$Any on\b	Any one
syncategorematic	$another wo\b	another word
tail	$\bail is	tail is
tear	ho or	hole or
tempest	$and hi\b	and his
trace	$by whi\b	by which
transmitter	inverted to	converted to
triangulum australe	$constellation ne\b	constellation near
triradius	$\bty triangle	tiny triangle
truncated	$plane fe\b	plane face
turn	Matters he	Matters have
t-w	$\bugh or	rough or
ugandan	nave or	native or
unborn	$\bst participle	past participle
unhealthy	no well	not well
unsight	tat he	that he
unvoicing	$\bhe vibration	the vibration
up quark	an spin	and a spin
vector	fr one	from one
veda	Rigveda	Rig-Veda
veda	Samaveda	Sama-Veda
veda	Yajurveda	Yajur-Veda
vedaism	practices in	practices contained in
vibrionic	$\bbrios or	vibrios or
ward	ld given	land given
war game	Wargaming is	War-gaming is
whole milk	have bn	have been
work	$raw an\b	raw and
working assets	$or les\b	or less
xenotransplant	Science Ns	Science News
yolky	as washed	as unwashed
wet	will get	will
airbrush	the novelists	the novelist's
algaecide	$kill alg\b	kill algae
alien enemy	war withe	war with the
androcracy	won was	women was
antelope jack rabbit	and whish	and whitish
apathetic	dere for	desire for
ball mill	$containing met\b	containing metal
barbarian	literature the	literature or the
bareheaded	respect the	respect at the
bear	such the	such as the
belt	bet around	belt around
brain wave	Bin waves	Brain waves
bridle	$his hors\b	his horse.
relic	the reins	the remains
broad	busing one	by using one
bronze	$\bark yellowish	dark yellowish
bump	chance run	chance; run
bungalow	tiled use	tiled house
caboose	kitchen the	kitchen on the
camelopard	camel and	camel, and
canvasback	brown had	brown head
case study	sty based	study based
caul	bring god	bring good
cock-and-bull story	$incredible sto\b	incredible story
cockney	l&#x012B;<B>&#180;</B>d&#x0113; and roud	&#171;lie dee&#187; and &#171;roud&#187;
coin-operated	$sell can\b	sell candy
construct	See sym	See syn
converge	a point	a point:
cradle	$have bee\b	have been
curie	of radium	of radium:
cynosure	Nth Star	North Star
demon	lead who	leader who
disarm	put don	put down
disconcert	$\bhis unexpected	this unexpected
dissentient	despite two	despite the
mid-victorian	the mile	the middle
